,Index,Index_Count,Part-I,Part-I_Count,Part-2,Part-2_Count,Part-3,Part-3_Count,Part-IV-A-1,Part-IV-A-1_Count,Part-IV-A-2,Part-IV-A-2_Count,Part-IV-A-3,Part-IV-A-3_Count,Part-IV-A-4,Part-IV-A-4_Count,Part-IV-A-5,Part-IV-A-5_Count,Part-IV-B-1,Part-IV-B-1_Count,Part-IV-B-2,Part-IV-B-2_Count,Part-IV-B-3,Part-IV-B-3_Count,Part-IV-B-4,Part-IV-B-4_Count,Part-IV-B-5,Part-IV-B-5_Count,Part-IV-C-1,Part-IV-C-1_Count,Part-IV-C-2a,Part-IV-C-2a_Count,Part-IV-C-2b,Part-IV-C-2b_Count,Part-IV-C-2c,Part-IV-C-2c_Count,Part-IV-C-3,Part-IV-C-3_Count,Part-IV-C-4,Part-IV-C-4_Count,Part-IV-C-5,Part-IV-C-5_Count,Part-IV-C-6a,Part-IV-C-6a_Count,Part-IV-C-6b,Part-IV-C-6b_Count,Part-IV-C-6c,Part-IV-C-6c_Count,Part-IV-C-7a,Part-IV-C-7a_Count,Part-IV-C-7b,Part-IV-C-7b_Count,Part-IV-C-8,Part-IV-C-8_Count,Part-IV-C-9a,Part-IV-C-9a_Count,Part-IV-C-9b,Part-IV-C-9b_Count,Part-V-A-Vol-IA,Part-V-A-Vol-IA_Count,Part-V-A-Vol-IB,Part-V-A-Vol-IB_Count,Part-V-A-Vol-IC,Part-V-A-Vol-IC_Count,Part-V-A-Vol-IID,Part-V-A-Vol-IID_Count,Part-V-B-1,Part-V-B-1_Count,Part-V-B-2a,Part-V-B-2a_Count,Part-V-B-2b,Part-V-B-2b_Count,Part-V-B-3a,Part-V-B-3a_Count,Part-V-B-3b,Part-V-B-3b_Count,Part-V-B-3c,Part-V-B-3c_Count,Part-V-B-3d,Part-V-B-3d_Count,Part-V-B-4-Book-I,Part-V-B-4-Book-I_Count,Part-V-B-4-Book-II,Part-V-B-4-Book-II_Count,Part-VI-A,Part-VI-A_Count,Part-VI-B,Part-VI-B_Count,Part-VI-C-1,Part-VI-C-1_Count,Part-VI-C-2,Part-VI-C-2_Count,Part-VI-C-3,Part-VI-C-3_Count,Part-VI-C-4,Part-VI-C-4_Count
355,,,,,,,the Vietnamese National Army (,1.0,,,,,,,NND,1.0,Land Reforms,1.0,,,,,Subject Revolutionary Development,1.0,,,,,the Ministry of Interior,2.0,,,,,,,VNAF,26.0,,,,,THE 42 BILLION PIASTER LEVEL,1.0,SRV,1.0,,,,,the Preparedness Subcommittee of the Senate Armed Services Committee,1.0,the U.S. Government,7.0,,,,,,,,,,,,,,,Gcnorrl MmrarsIt,1.0,Letourneau through Embassy,1.0,OCB,1.0,Expeditionary Corps,1,Far Eant,1.0,N,2.0,JOINT CHIEFS OF STAFF,1.0,State,20.0,,,National Liberation Front,5.0,the Government of South Viet-Nam,1.0,,,,,State U7383,1.0
356,,,,,,,the Vietnamese defense ministry,1.0,,,,,,,NSC,45.0,Lang-Son,1.0,,,,,Systems Analysis,4.0,,,,,the Mission Council,1.0,,,,,,,Vietnam Army,1.0,,,,,THE ECONOMIC OUTLOOK AFD AM HERE PRESENTING FOR WASHINGTON,1.0,STONE,1.0,,,,,the Rolling Thunder,2.0,the U.S. Government Lodge,1.0,,,,,,,,,,,,,,,Gelier,1.0,Log,1.0,OOO,1.0,ExpedltlOnary Corps,1,Fcc,1.0,N 8.1,1.0,"Johnson, Young",1.0,State Dcpartment INR Research,1.0,,,National Liberauon Front,1.0,the Government of the Democratic Republic,1.0,,,,,Stockholm 580,1.0
357,,,,,,,the national assembly,1.0,,,,,,,NSC Action,1.0,Lansdale,1.0,,,,,TAC,1.0,,,,,the Mission Council and Khanh,1.0,,,,,,,Vinh,2.0,,,,,THE IMMOVEABLE F0F1CE IS UP AGAINST THE IRRESISTIBLE OBJECT,1.0,STRAF,1.0,,,,,the Rolling Thunder Target List,1.0,the U.S. MiSsion,1.0,,,,,,,,,,,,,,,General Gallajihor,1.0,M. EDEN,1.0,OSD,1.0,FAAG,1,Federal Bureau of Investigation,1.0,NA,1.0,Joint Chiefs of Staff,1.0,State Department,5.0,,,Nations,1.0,the Government of the Democratic Republic of Vietnam,3.0,,,,,Stockholm 662.1 Obergs,1.0
358,,,,,,,the united a.ction option,1.0,,,,,,,NSC Planning Board,1.0,Lao Dong Party,16.0,,,,,TERM,3.0,,,,,the National Institute of Administration,1.0,,,,,,,Vinh Idnh,1.0,,,,,THE MISSION COUNCIL OF ITS 1957,1.0,SVN,108.0,,,,,the SEACABIN Group,2.0,the U.S. Mission,19.0,,,,,,,,,,,,,,,General Staff,2.0,M. Jean Letourneau,1.0,Occur,1.0,FAF,4,Federal Bureau oj Investigation,2.0,NANA,1.0,Joint General Staff,1.0,State Department INR Research Memorandum,1.0,,,New Senate OmCC Building,1.0,the Hanoi Government,2.0,,,,,Stockholm 934,1.0
359,,,,,,,the united action,2.0,,,,,,,NVA,1.0,Lao Dong Party Democratic Party Socialist Party General Confederation of Labor,1.0,,,,,THE AMERICAN GAMBLE,1.0,,,,,the National Mobilization Planshould,1.0,,,,,,,W,1.0,,,,,THE U,1.0,SVN 1ncrease,1.0,,,,,the SEACABIN Study Group,1.0,the U.S. Mission Council,1.0,,,,,,,,,,,,,,,General de Gaulle,1.0,M. Letourneau,2.0,Offensive,2.0,FDAP,1,Five Power Staff Agency,1.0,NATIONAL SECURITY COUNCIL,1.0,Joint Program,1.0,State Department Memorandum of Conversation,1.0,,,New York Times,3.0,the ICC Commission,1.0,,,,,Subject Swedish Diplomatic,1.0
360,,,,,,,the united action concept of,1.0,,,,,,,NWD Date,2.0,Lao Dong Party Unrecognized,1.0,,,,,THE SUPPORTING OPERATIONAL PI,1.0,,,,,the National Police,1.0,,,,,,,W&s,1.0,,,,,THE WHITE HOUSE,1.0,SVN U.S.,1.0,,,,,the Secretaries of State and Defense,1.0,the U.S. Mission Liaison Group,1.0,,,,,,,,,,,,,,,General de Gaulle's,2.0,M. Letourneaus,1.0,Office,1.0,FE,2,Foreign Affairs,1.0,NATO,1.0,Joint Staff,3.0,State Department Message 279,1.0,,,Nl,1.0,the International Commission,1.0,,,,,Substance,1.0
361,,,,,,,united action,2.0,,,,,,,NYT,1.0,Laos (Office of Intelligence Research,1.0,,,,,Tactical Areas of Responsibl 1,1.0,,,,,the National Security Council,1.0,,,,,,,W1,1.0,,,,,THEREFORE,1.0,Sa Huyen,1.0,,,,,the Senate Committee on Armed Services,1.0,the USAID Public Administration Division,1.0,,,,,,,,,,,,,,,Genial Gallavhersaid ''mt FanPenv,1.0,M. Parodi,2.0,"Office of Defense Mobilisation,",1.0,FE FRO,1,Foreign Operations Administration,1.0,NAVY,1.0,Joint-Action Program,1.0,State for Public Health Tran Dinh Do,1.0,,,North Vietnamese Fatherland Front Joint Statement,1.0,the International Commission for Supervision and Control for the Implementation of the 1954,1.0,,,,,Swcdes,1.0
362,,,,,,,wilson),1.0,,,,,,,National Array,1.0,Le Duan,15.0,,,,,Task Force,2.0,,,,,the New York Times,2.0,,,,,,,Westmoreland,4.0,,,,,TIE USAID PROGRAM,1.0,Saigon Briefing Notes,1.0,,,,,the Senate Subcommittee on Preparedness Committee,1.0,the USAID Public Health Chief,1.0,,,,,,,,,,,,,,,GovrTmnem,1.0,MAAG,3.0,Oidault,1.0,FEI,1,Formosa,8.0,NEC 56Cl,1.0,Jpint Intelligence Group,1.0,States Information Agency,1.0,,,North Vietnamese Statements,3.0,the International Control Commission,1.0,,,,,Swedens,1.0
363,,,,,,,,,,,,,,,National Guard,1.0,Le Duan Underground Operation,1.0,,,,,Tayler,1.0,,,,,the Peoples Revolutionary Committee,1.0,,,,,,,White House,3.0,,,,,TINS,1.0,Saigon-Cholon,1.0,,,,,the South Vietnamese Army,1.0,the USMC Historical Branch,1.0,,,,,,,,,,,,,,,Govt,3.0,MAAG French,1.0,Operations,1.0,FEMlAllEIIERECCKD,1,Franca,1.0,NECESSITY,1.0,Jsion,1.0,Stato,1.0,,,North Vietnamese Statements on Mediation Efforts,1.0,the Joint Chiefs,1.0,,,,,Swedish Government,1.0
364,,,,,,,,,,,,,,,National Security Action,1.0,Le Duan's,4.0,,,,,Tbid,1.0,,,,,the Popular Forces,1.0,,,,,,,XI.B.)7 Supplemental,1.0,,,,,TOE,1.0,Search and Destroy Type Operations,1.0,,,,,the South Vietnamese Constituent Assembly,1.0,the United Nations General Assembly,1.0,,,,,,,,,,,,,,,Griffin Mission,1.0,MAG,1.0,Operations Coordinating Board,1.0,FOA,7,Franco LED Patti,1.0,NHre,1.0,Knntum,1.0,Stats,1.0,,,North Vietnamese Statements on The Four Points,1.0,the L3J Ranch,1.0,,,,,Swedish-NLF,1.0
365,,,,,,,,,,,,,,,Navy,3.0,Le Duans,1.0,,,,,The Abortive Limited Expansion of ARVN,1.0,,,,,the ROLLING THUNDER,2.0,,,,,,,XII,2.0,,,,,TOR,1.0,SecArmy,1.0,,,,,the South Vietnamese Government,3.0,the United States Government,1.0,,,,,,,,,,,,,,,Groat Britain -11,1.0,MAR 8th Accords,1.0,OppositiOn,1.0,FOREIGN OPERATIONS ADMINISTRATION,1,Free Vietnam,5.0,NLEIX,1.0,Kontum,2.0,Stillwell,1.0,,,North Vietnamese Statements on The Geneva Agreements,1.0,the Liberation Front,1.0,,,,,TEH,1.0
366,,,,,,,,,,,,,,,New York Times,2.0,Le Duc Tho,1.0,,,,,The Basis for Organizational Procedures,1.0,,,,,the SVN Government,1.0,,,,,,,XT,1.0,,,,,TUP,1.0,SecDef,4.0,,,,,the State Department,3.0,the Vietnam Coordinating CotmTttee,1.0,,,,,,,,,,,,,,,Guxuca,1.0,MDAP,3.0,Organizational,1.0,FOllOwTng,1,Free Vietnamese,1.0,NLHZ,2.0,L GVN U.S. COMMITTEE FOR SPECIAL ACTION PROGRAM,1.0,Strategic Hamlet Program,1.0,,,North Vietnamese Statements on the Front's Position,1.0,the NATO Council,1.0,,,,,TEI,1.0
367,,,,,,,,,,,,,,,New York Times Magazine,1.0,Legal Basis for,2.0,,,,,The Civil Guard,3.0,,,,,the Secretarys party,1.0,,,,,,,YANKEE TEAM,2.0,,,,,Table,1.0,Secretaries,1.0,,,,,the Study Group,1.0,the Vietnamese Armed Forces,1.0,,,,,,,,,,,,,,,H,1.0,MEMORANDUM,6.0,Orkl RPTD Paris 5720,1.0,FOreign Office,1,Free World,4.0,NND,4.0,L Size and Composition,1.0,Study of Departmental Tactics,1.0,,,North Vietnau,1.0,the NLF Program,1.0,,,,,THE NEGOTIATIONS COMMITTEE',1.0
368,,,,,,,,,,,,,,,Noll,1.0,Liberation Army,1.0,,,,,The Commanding General,1.0,,,,,the Self-Defense Corps,1.0,,,,,,,accounte80iOn United States Government,1.0,,,,,Tactical Air Strikes,1.0,Secy of the Army,1.0,,,,,the TET Lunar,1.0,the Vietnamese Information Service,1.0,,,,,,,,,,,,,,,H. Freeman Matthews,1.0,MEMORANDUM FOR MR,1.0,Ouragon,1.0,FRONGeneva,1,Free World Assets Considered,1.0,NON-GOVERNMENT OPPOSITION GROUPS,1.0,L Vietnamese Civic Action,1.0,Sub-Committee,3.0,,,NorthAmerican,1.0,the National Front for the Liberation of South Vietnam,1.0,,,,,THE SEARCH FOR PEACE 25,1.0
369,,,,,,,,,,,,,,,O'Daniel,5.0,Logistic Forces,1.0,,,,,The Context of Decisions,1.0,,,,,the Sihanouk Government,1.0,,,,,,,air & naval,1.0,,,,,Target,1.0,Senate,3.0,,,,,the Task Force,1.0,the Vietnamese Ministry,1.0,,,,,,,,,,,,,,,HADONG,1.0,MERCHANT,4.0,Outgoing DEPARTMENT OF STATE,1.0,FTC THS,1,French Covcmmcnts,1.0,NON-POLITICAL APPROACH AND THAT,1.0,L-28s,1.0,Suddhist,1.0,,,ON A H A N N L,1.0,the National Liberation Front,1.0,,,,,THE UNITED NATIONS,1.0
370,,,,,,,,,,,,,,,OBJECTED,1.0,MAAG,54.0,,,,,The Defense Department,1.0,,,,,the Strategic Hamlet Program,3.0,,,,,,,allied personnel,1.0,,,,,Thcre,1.0,Senate Sub-Committee,1.0,,,,,the Tennessee State Legislature,2.0,the Vietnamese Revolutionary Development,1.0,,,,,,,,,,,,,,,HFCunnin,1.0,MIA,1.0,Outside,1.0,FUAG,1,"G-2, Department",3.0,NPSS,1.0,LOCAL DEFENSE FORCES YOUTH CORPS,1.0,Systematic MilitaryRolitical Pacification Operations,1.0,,,ON BOMBING SUSPENSION,1.0,the North American Division,1.0,,,,,TSMOMS,1.0
371,,,,,,,,,,,,,,,OCMH,1.0,MAAG Counter-Insurgency Plan,1.0,,,,,The Department of Defense,1.0,,,,,the Tonkin Gulf Resolution,1.0,,,,,,,areFinally,1.0,,,,,The Air Force,1.0,Separate Infantry BDE,1.0,,,,,the Thai Nguyen Iron and Steel,1.0,the White Housc,1.0,,,,,,,,,,,,,,,HQS Army,1.0,MIL,15.0,PAREU,1.0,FYI,1,GENERAL COLLINS,1.0,NRM,7.0,LUlpu,1.0,THE EFFECT OF RECENT DEVELOPMENTS,1.0,,,ON DATES LETTERS ARE,1.0,the North Vietnamese Government,2.0,,,,,TSNODIS,42.0
372,,,,,,,,,,,,,,,OCR,1.0,MAAG Vietnam,1.0,,,,,The Joint Chiefs of Staff,3.0,,,,,the U.S. Air Commando,1.0,,,,,,,c. Air,1.0,,,,,The JCS Reclama,1.0,Separate Infantry Brigade,1.0,,,,,the Thai Nguyen Steel,1.0,the White House,1.0,,,,,,,,,,,,,,,HTncr Tv outgoIng,1.0,MIN ASSC,1.0,PCE,1.0,Faris,1,GENERAL OUTLOOK,1.0,NSC,129.0,Lacs,2.0,THE WHITE HOUSE,3.0,,,ON FOR,1.0,the North Vietnamese Rep,1.0,,,,,TSNODIS Declassified per Executive Ordcr,1.0
373,,,,,,,,,,,,,,,OFFER,1.0,MAAG Vietnam's,1.0,,,,,The Mission Council,2.0,,,,,the U.S. Army,1.0,,,,,,,c. Validated,1.0,,,,,The JCS Study Group,1.0,Service,2.0,,,,,the U.S. Government,1.0,the Working Group,1.0,,,,,,,,,,,,,,,Hamlet,1.0,MIN IMMED,1.0,PHU DOAH,1.0,Fearer Staff Agency,1,GIL GAFT Ct,1.0,NSC Action,1.0,Lansdale,2.0,THE WHITE HOUSE C ',1.0,,,ON IRE,1.0,the ROLLING THUNDER XV,1.0,,,,,TSNODIS I L,1.0
374,,,,,,,,,,,,,,,OFLEM-CWO NOTE,1.0,MACV,2.0,,,,,The North Vietnamese Role,1.0,,,,,the U.S. Embassy,1.0,,,,,,,contingency'use,1.0,,,,,The Joint Chiefs of Staff,3.0,Services,1.0,,,,,the US Administration,1.0,the lst Infantry Division,2.0,,,,,,,,,,,,,,,Hano Pandit Jawaharlal,1.0,MR,1.0,PI RIS TO Secrotary of State,1.0,Financial Technical,1,GOVERNMENTAL REFORM FIRST WOULD,1.0,NSC Planning Board,1.0,Lansdale L,1.0,THE WHITE HOUSE P Y,1.0,,,ON ITS FACE,1.0,the Red Cross,1.0,,,,,TSNODIS L,5.0
375,,,,,,,,,,,,,,,ON A FORCE STRUCTURE,1.0,MAGCH-CH69I,1.0,,,,,"The President's Committee to Study the United States Military Asirtance Program, Report",1.0,,,,,the U.S. Government,2.0,,,,,,,d. Intensified,1.0,,,,,The National Priority Areas,1.0,Signal Bns 5 Naval Forces StrengthIn-,1.0,,,,,the US Congress,1.0,the washington Post,1.0,,,,,,,,,,,,,,,Hanoi Consul,1.0,MSG,1.0,POL,1.0,Forces All French Army,1,GOVT,3.0,NV ' CO,1.0,Lansdale's,1.0,THE Will TH HOUSE,1.0,,,ON ONE,1.0,the South Vietnam National Front,1.0,,,,,TSNODIS L Departments,1.0
376,,,,,,,,,,,,,,,ON ASSESSMENT OF THE INDOCHINA WAR,1.0,MAP,2.0,,,,,The South Vietnamese Army,1.0,,,,,the U.S. Ill,1.0,,,,,,,f. Major,1.0,,,,,The Nev York Times,2.0,South Vietnamese Army,1.0,,,,,the Vietnamese Government,1.0,warrenton,4.0,,,,,,,,,,,,,,,Hanoi O'Sitlli,1.0,MU,1.0,PROBLEM,1.0,Forces Required of Each Nation,1,GOVT CENSORSHIP,1.0,NWD Date,4.0,Laog,1.0,Tactical Utilization of Army,1.0,,,ON PAGE THREE- GETTING BACK,1.0,the South Vietnam National Front for Liberation,5.0,,,,,TSNODIS L L,1.0
377,,,,,,,,,,,,,,,ON DIEM TO FORM A,1.0,MDAP,9.0,,,,,"The Stage is Set for ""Better GVN Receptivlty",1.0,,,,,the U.S. Military Assistance Command,1.0,,,,,,,fNote,1.0,,,,,The New York Times,6.0,South Vietnamese Government,1.0,,,,,the White House,6.0,washlngton,1.0,,,,,,,,,,,,,,,Haroh 24,1.0,Matthews for Truman,1.0,PROBLEM1,1.0,Foreign Legion,2,GREAT,1.0,Nam Dinh,1.0,LaosThe,1.0,Tan Son Nhut,2.0,,,ON REPORTS,1.0,the South Vietnamese Government,1.0,,,,,TSNODIS SWEDISHNORTH VIETNAMESE CONTACTS,1.0
378,,,,,,,,,,,,,,,ON FRENCH FOR STAFF,1.0,MDP,2.0,,,,,The State Department,2.0,,,,,the U.S. Mission,2.0,,,,,,,fecState,1.0,,,,,The lOlst Regiment,1.0,Southern Kontum,1.0,,,,,the White House Luncheon,1.0,,,,,,,,,,,,,,,,,Haxot,1.0,McAfee of the Department,1.0,Paris 4383,1.0,Foreign Legion c. Provision,1,GREAT NATURAL RESOURCES,1.0,National Assembly,5.0,Laotian Army,1.0,Taylors Mission,1.0,,,ON RESTRAINT,1.0,the Soviet Government,1.0,,,,,TSNODIS dOrlandi,1.0
379,,,,,,,,,,,,,,,ON FRENCH FORCES STATUS AND WITHDRAWAL,1.0,MG,1.0,,,,,The Strategic Hamlet Program,2.0,,,,,the U.S. Special Folces,1.0,,,,,,,foe,2.0,,,,,Thi,1.0,Southern Kontum Provinces,1.0,,,,,the air defense command center,1.0,,,,,,,,,,,,,,,,,Hew Delhi Foreign Service Confcrcncc,1.0,Memorandum,1.0,Paris 4580,1.0,Foreign Operations Administration,2,GREATEST,1.0,National Economic Council,1.0,Leos,1.0,Thc Joint Chiefs of Staff,1.0,,,ON SUPPORTING SALISBURYS RE,1.0,the State Department,6.0,,,,,TSNODIS of USA,1.0
380,,,,,,,,,,,,,,,ON FRENCH INTENTIONS,1.0,MIT Press,1.0,,,,,The U.S. Mission,1.0,,,,,the U.S. Special Forces',1.0,,,,,,,government37,1.0,,,,,Third Country Forces,1.0,Souvannas,1.0,,,,,the lst of September,1.0,,,,,,,,,,,,,,,,,Hon,1.0,Memos,1.0,Paris 4607,1.0,Formosa,3,GROUPS,1.0,National Security Council,2.0,Liberation Front,1.0,The 3rd Radio Reconnaissance Unit,1.0,,,ON TALKS OR WERE f H E Y JUST BEiNS PAMPERED,1.0,the U.K. Government,1.0,,,,,"TSNODIS,!3C",1.0
381,,,,,,,,,,,,,,,ON GENUINE,1.0,MND AUTONOMOUS REGIONS,1.0,,,,,Thieu,2.0,,,,,the US Embassy,1.0,,,,,,,h M fe,1.0,,,,,Thompson,1.0,Stability,2.0,,,,,the national defense,1.0,,,,,,,,,,,,,,,,,Hongkong,1.0,Metropolitan France,1.0,Parliament,1.0,Fr Emb Wash Tie,1,Gcneral Collins,3.0,Naval Intelligence,1.0,Local Defense Forces ',1.0,The Bureau of Intelligence and Research,1.0,,,ON VIETNAM State Department,1.0,the U.S. 25th Division,1.0,,,,,TSNodis,2.0
382,,,,,,,,,,,,,,,ON INDIGINOUS FORCES,1.0,MNR,1.0,,,,,Tour Overseas Areas (S,1.0,,,,,the US Mission,1.0,,,,,,,if.scheme,1.0,,,,,Total Obligational Authority,1.0,State,15.0,,,,,the national military defense command center,1.0,,,,,,,,,,,,,,,,,Hos,5.0,Millet,1.0,Parliament Where,1.0,Franca,1,Ge,2.0,Navy,7.0,Lodge,13.0,The Communist Position,2.0,,,ON VMS FIRST COMMUNICATION,1.0,the U.S. Congress,1.0,,,,,TUP,1.0
383,,,,,,,,,,,,,,,ON INDOCHINA,1.0,MS,1.0,,,,,U,1.0,,,,,the Urban Program,1.0,,,,,,,includ- be&no nltr & fments,1.0,,,,,U.50,1.0,State Department,2.0,,,,,these State Department Views,1.0,,,,,,,,,,,,,,,,,HoscoW affiliations,1.0,Monsieur Letourneau,1.0,Pentagon,8.0,FranceWhich,1,General,1.0,Neua,1.0,Lodge and Harkins,3.0,The Department of Defense,3.0,,,ON WAVs ARE YOU PREP A IN NO WAY,1.0,the U.S. Government,13.0,,,,,Thc Foreign Minister,1.0
384,,,,,,,,,,,,,,,ON INDOCHINA EQUIPMENT,1.0,MSU,1.0,,,,,U) USFwWe,1.0,,,,,the Vietnam Government,1.0,,,,,,,l8,1.0,,,,,U.S. Army,1.0,Stennis,2.0,,,,,these The Soviet Union,1.0,,,,,,,,,,,,,,,,,HoweVer,2.0,MoreoVer,1.0,Plateau forces,1.0,Frances,7,General 0Daniel,1.0,Ngo Dinh Nhu,5.0,Lodge via CAS channel,1.0,The Department of State,1.0,,,ON vHAT.CHA'o,1.0,the U.S. Government's,1.0,,,,,The Associated Press,1.0
385,,,,,,,,,,,,,,,ON RECOMMENDATIONS HE,1.0,Madame Nhu,2.0,,,,,U.-a,1.0,,,,,the Vietnamese Air Force,4.0,,,,,,,no ROLLING THUNDER Mission,1.0,,,,,U.S. Army Forces (U,1.0,Subj Additional Third Country Forces for Vietnam,1.0,,,,,this The United States,1.0,,,,,,,,,,,,,,,,,HowoVer,1.0,Mr,1.0,PleVen,1.0,Franco-Associated,1,General Bonesteel,1.0,Nhile,1.0,LogistiCal,1.0,The Joint Chiefs of Staff,3.0,,,ONJ,1.0,the U.S. Mission,1.0,,,,,The DRV Government,1.0
386,,,,,,,,,,,,,,,ON THE BASIS OF THE EXISTING PENTALATERAL AGREEMENT OF DECEMBER 1950,1.0,Madame Nhus Solidarity Movement,1.0,,,,,U.S. 1st Infantry Division,1.0,,,,,the Vietnamese Army,3.0,,,,,,,noe,1.0,,,,,U.S. Force,1.0,Subj FY 68 Force Requirements for South Vietnam,1.0,,,,,,,,,,,,,,,,,,,,,,,Hrnr,1.0,Mutual Defense Assistance Program,2.0,Pleven,1.0,Franco-Laotian Command,1,General Cogny,1.0,Nite,1.0,Logistic Forces,1.0,The Kennedy Administration,1.0,,,OONO,1.0,the US Congressional Resolutions,1.0,,,,,The Liberation Front,2.0
387,,,,,,,,,,,,,,,ON THE BASIS OF THE FRENCH,1.0,Manchester Guardian,1.0,,,,,U.S. Army,5.0,,,,,the Vietnamese Civil Guard,1.0,,,,,,,oa.use,1.0,,,,,UN,1.0,Subj Marine Corps Reinforcement,1.0,,,,,,,,,,,,,,,,,,,,,,,Hute,1.0,NAC,1.0,President's Committee,1.0,Franco-Vietnamese Command,1,General Hinh,12.0,North Vietnamese Communist Party,1.0,Logistics,1.0,The Military Representative of the President,2.0,,,ORA,1.0,the US Embassy's,1.0,,,,,The New York Times,1.0
388,,,,,,,,,,,,,,,ON TONNAGE,1.0,Manifesto,1.0,,,,,U.S. Army Advisors,1.0,,,,,the White House,2.0,,,,,,,"pause,.in",1.0,,,,,UNITED STATES,1.0,Subj Program 4 Strength Increases,1.0,,,,,,,,,,,,,,,,,,,,,,,Huu Government,1.0,NATIONAL SECUR1TY COUNCIL,1.0,Presidential,1.0,Free World,3,General Hinhs,2.0,OBJECTIVES,1.0,Luang Prabang,1.0,The Pacific Air Force,1.0,,,ORIGINALLY,1.0,the US Government,3.0,,,,,The North Vietnamese Embassy,1.0
389,,,,,,,,,,,,,,,ON VIETNAM INDICATED THAT COMMODITY ASSISTANCE FUNDING TO THE INTERNAL SECURITY PROGRAM,1.0,Mansfieldwrote,1.0,,,,,U.S. Army Command,1.0,,,,,u V Thirty,1.0,,,,,,,poSsibly Liberation Government,1.0,,,,,US Agencies,1.0,Subj Rifle Companies,1.0,,,,,,,,,,,,,,,,,,,,,,,I.,3.0,NATIONAL SECURITY,1.0,Presidential Assistant,1.0,French Air Ferce,1,General ODaniel's,1.0,OCB Assignment,1.0,MA,1.0,The ScCretary of Defense Thc Attorney,1.0,,,ORV,1.0,the USA Govt,2.0,,,,,The Swedish Government,1.0
390,,,,,,,,,,,,,,,OPERATED,1.0,Maoist,6.0,,,,,U.S. Army Command & General Staff College,1.0,,,,,un,1.0,,,,,,,rAgni,1.0,,,,,US Ambassadors,1.0,Subject Additional Requirement Capability,1.0,,,,,,,,,,,,,,,,,,,,,,,I. He M,1.0,NATIONAL SECURITY COUNCIL,1.0,Presidents State Union Message,1.0,French Cclone!,1,General Van Fleet,1.0,OCB Assignment AU,1.0,MA-CV Message 2033,1.0,The Special Group,2.0,,,OUT,1.0,the United Nations,4.0,,,,,The U.S. Government,1.0
391,,,,,,,,,,,,,,,OPLAN,1.0,Mar Corps AF Forces Forces Militia Total,1.0,,,,,U.S. Army Field Advisory,1.0,,,,,,,,,,,,,recessWashington,1.0,,,,,US Military Cantonments,1.0,Subject Air Operations Against North Vietnam,1.0,,,,,,,,,,,,,,,,,,,,,,,I1 GOI CO?,1.0,NATL,9.0,ProgressiVe,1.0,French Chiefs of Staff,1,General Van Fleet's,1.0,OCB Assignment Defcnsc,1.0,MAAG,62.0,The State Department,1.0,,,OVES,1.0,the United States Government,9.0,,,,,The US Government,1.0
392,,,,,,,,,,,,,,,OPPOSE,1.0,Marine Corps 28,1.0,,,,,U.S. Congressional,1.0,,,,,,,,,,,,,the 325th PAVN Division,1.0,,,,,US Military Official Purchases,1.0,Subject Alternative Force Postures,1.0,,,,,,,,,,,,,,,,,,,,,,,IArmv,1.0,NATL Armies,1.0,Project Solarium,1.0,French Embassy,1,Generals,1.0,OCB Assignment Defense,1.0,MAAG Chiefs,1.0,The US Army,1.0,,,Offensive,1.0,the Vietnam Fatherland Front,1.0,,,,,The United States Army,2.0
393,,,,,,,,,,,,,,,OSD,5.0,Marxism-Leninsim,1.0,,,,,U.S. Embassy,1.0,,,,,,,,,,,,,the Air Eorce,1.0,,,,,US Military Personal Expenditures,1.0,Subject Anny Capability,1.0,,,,,,,,,,,,,,,,,,,,,,,IAube,1.0,NATL Army,2.0,Psychological Warfare General Navarre,1.0,French Expeditionary Forces,1,Generals PhuOng,1.0,OCB Assignment Defense USIA,1.0,MAAG Vietnam,4.0,The Viet Cens',1.0,,,Office of Public Services Bureau of Public Affairs Department,1.0,the White House,5.0,,,,,The United States Government,9.0
394,,,,,,,,,,,,,,,OSD File,1.0,Marxist-Leninist,2.0,,,,,U.S. Embassy Briefing,1.0,,,,,,,,,,,,,the Air Force,1.0,,,,,US Mission Civilian Housing,1.0,Subject Army Capability,1.0,,,,,,,,,,,,,,,,,,,,,,,IC COMMIE Party,1.0,NATO,5.0,QTE,5.0,French Forces French Forces,1,Geneva Accords,2.0,OCB Assignment ICA,1.0,MAAG-Vietnam,1.0,The Vietnam Government's,1.0,,,"Orlc""EV S TO N",1.0,the White House's,1.0,,,,,The Vietnamese Government,2.0
395,,,,,,,,,,,,,,,OUT,1.0,Marxist-Leninist Party,1.0,,,,,U.S. FIELD ADVISORS BY,1.0,,,,,,,,,,,,,the Air Staff,1.0,,,,,USAID,2.0,Subject Combat Service Support,1.0,,,,,,,,,,,,,,,,,,,,,,,IC THAI,1.0,NEGOTS,1.0,QTE The Department of Defense,1.0,French Goveratcents,1,GenevtAgreement,1.0,OCB Assignment IGA,1.0,MAP,35.0,The Vietnamase Department cf Defense,1.0,,,PAG,1.0,the foreign ministry of the Democratic Republic of Vietnam,1.0,,,,,Theipenlition of the Government of the,1.0
