,Index,Index_Count,Part-I,Part-I_Count,Part-2,Part-2_Count,Part-3,Part-3_Count,Part-IV-A-1,Part-IV-A-1_Count,Part-IV-A-2,Part-IV-A-2_Count,Part-IV-A-3,Part-IV-A-3_Count,Part-IV-A-4,Part-IV-A-4_Count,Part-IV-A-5,Part-IV-A-5_Count,Part-IV-B-1,Part-IV-B-1_Count,Part-IV-B-2,Part-IV-B-2_Count,Part-IV-B-3,Part-IV-B-3_Count,Part-IV-B-4,Part-IV-B-4_Count,Part-IV-B-5,Part-IV-B-5_Count,Part-IV-C-1,Part-IV-C-1_Count,Part-IV-C-2a,Part-IV-C-2a_Count,Part-IV-C-2b,Part-IV-C-2b_Count,Part-IV-C-2c,Part-IV-C-2c_Count,Part-IV-C-3,Part-IV-C-3_Count,Part-IV-C-4,Part-IV-C-4_Count,Part-IV-C-5,Part-IV-C-5_Count,Part-IV-C-6a,Part-IV-C-6a_Count,Part-IV-C-6b,Part-IV-C-6b_Count,Part-IV-C-6c,Part-IV-C-6c_Count,Part-IV-C-7a,Part-IV-C-7a_Count,Part-IV-C-7b,Part-IV-C-7b_Count,Part-IV-C-8,Part-IV-C-8_Count,Part-IV-C-9a,Part-IV-C-9a_Count,Part-IV-C-9b,Part-IV-C-9b_Count,Part-V-A-Vol-IA,Part-V-A-Vol-IA_Count,Part-V-A-Vol-IB,Part-V-A-Vol-IB_Count,Part-V-A-Vol-IC,Part-V-A-Vol-IC_Count,Part-V-A-Vol-IID,Part-V-A-Vol-IID_Count,Part-V-B-1,Part-V-B-1_Count,Part-V-B-2a,Part-V-B-2a_Count,Part-V-B-2b,Part-V-B-2b_Count,Part-V-B-3a,Part-V-B-3a_Count,Part-V-B-3b,Part-V-B-3b_Count,Part-V-B-3c,Part-V-B-3c_Count,Part-V-B-3d,Part-V-B-3d_Count,Part-V-B-4-Book-I,Part-V-B-4-Book-I_Count,Part-V-B-4-Book-II,Part-V-B-4-Book-II_Count,Part-VI-A,Part-VI-A_Count,Part-VI-B,Part-VI-B_Count,Part-VI-C-1,Part-VI-C-1_Count,Part-VI-C-2,Part-VI-C-2_Count,Part-VI-C-3,Part-VI-C-3_Count,Part-VI-C-4,Part-VI-C-4_Count
258,,,,,,,p8 b.,1.0,,,,,,,ROBERTSON,1.0,Indochina Settlement,1.0,,,,,William C. Westmoreland,1.0,,,,,Vinh Long,1.0,,,,,,,USS Ranger,1.0,,,,,,,Shape Ground,1.0,,,Tet,5.0,Thanh Hoa,1.0,thc GVN,2.0,,,,,,,,,,,,,,,Emperor Bao Dai,1.0,M. Pleven,1.0,Planners,1.0,Erskine,4,Hinh,10.0,Memorandum,3.0,Lis Support for Diem 2,1.0,R.G.K,1.0,,,Kennedys,1.0,Seaborn Missions,1.0,,,,,Pham Van Done-,1.0
259,,,,,,,p9 D-4 III,1.0,,,,,,,"RR,080261",1.0,Inside Story,1.0,,,,,William Porter,1.0,,,,,W. H. Sullivan,1.0,,,,,,,VC,82.0,,,,,,,Sharp,5.0,,,Thai Nguyen,2.0,The Secret Search for Peace,1.0,the Cabinet Room,1.0,,,,,,,,,,,,,,,Emperox,1.0,M. SCHUMAN,3.0,Prabang,1.0,Erskine Memorandum,1,Hirih,1.0,Memorandum Action,1.0,Lmchanisu,1.0,R.G.K. Thompson,1.0,,,Kev,1.0,Sec Def Coat Nr,1.0,,,,,Pham Van Dong,61.0
260,,,,,,,the Delegation of the State,1.0,,,,,,,Randolph KcC. Tate,1.0,Intelligence Memorandum,2.0,,,,,a.,1.0,,,,,W. P. Bundy,4.0,,,,,,,VC cadre,1.0,,,,,,,Sihanouk,1.0,,,The Viet Cong,1.0,The Tet Offensive,2.0,the Chieu Hoi,1.0,,,,,,,,,,,,,,,Eo,1.0,M. Schuman,3.0,Prcnicr,1.0,Erskines,3,Ho,2.0,Meo,1.0,LnndRoSSloK'lnhtii Agxovillcs,1.0,RESEARCHRosearch Memorandum,1.0,,,Khan Dar,1.0,Segonzac,1.0,,,,,Pham Van Dong's,6.0
261,,,,,,,withdrawn a.,1.0,,,,,,,Raskin,1.0,Intelligence Memorandum 160366,1.0,,,,,a. To,1.0,,,,,W. P. Bundy Letter,1.0,,,,,,,VNAF,4.0,,,,,,,Souvanna,1.0,,,Thi,2.0,This McNaughton DPM,1.0,warrenton,1.0,,,,,,,,,,,,,,,Eoo,1.0,MacArthur,1.0,Premier,1.0,Eu,1,Ho Chi,1.0,Mey,1.0,Lodge,7.0,RFE-27,1.0,,,Khmer,1.0,Shelepin,3.0,,,,,Pham Van Dongs,1.0
262,,,,,,,,,,,,,,,Reinhardt,1.0,Intelligence Memorandum 16036o,1.0,,,,,b. Draft,1.0,,,,,W. Pe Bundy,1.0,,,,,,,Vadvichenko,1.0,,,,,,,St ra.t,1.0,,,Thieu,1.0,Thompson,3.0,westmoreland,1.0,,,,,,,,,,,,,,,Experience Chi,1.0,Maintenance,1.0,Press Release,1.0,Executive Branch,1,Ho Chi Minh,1.0,Military Assistance,1.0,Lqos,1.0,Rc,1.0,,,Khrushchev,3.0,Sihanouk,1.0,,,,,Pham Van'Dong's,1.0
263,,,,,,,,,,,,,,,Reports Bain,1.0,Interoffice Memorandum,1.0,,,,,ba.ses,1.0,,,,,W. R. Peers,1.0,,,,,,,Van Dong,1.0,,,,,,,Stanley R. Resor,3.0,,,Thomas L. Hughes,1.0,Thompsons,1.0,westmoreland memorandum,1.0,,,,,,,,,,,,,,,Eyoqne,1.0,Malony,2.0,Primo Minister,1.0,Exert,1,Ho Chi-Minh,1.0,Minh,3.0,Lt Gen Trapnell,1.0,Ref,3.0,,,Ko,1.0,Sihanouks,1.0,,,,,Phan Van Dong,1.0
264,,,,,,,,,,,,,,,Richard W.,1.0,Iren Quoc Heart,1.0,,,,,baigon,1.0,,,,,Walter Elder,1.0,,,,,,,Van Staaveren,3.0,,,,,,,Steadman,1.0,,,Titoist,1.0,Thurmond,1.0,wiliam Leonhart memorandum,1.0,,,,,,,,,,,,,,,F NSC K5,1.0,Manner,1.0,Prince Souphanouvong,1.0,Expanded,1,Ho Cm Minh,1.0,Moa Hao,1.0,Lu,1.0,Rice,1.0,,,Kosygin,1.0,Simultaneously Sullivan,1.0,,,,,Pnam Van Dong,1.0
265,,,,,,,,,,,,,,,Robert,1.0,Iron Mike,1.0,,,,,c.,3.0,,,,,Walter Lippman,1.0,,,,,,,Viet Cong,32.0,,,,,,,Stennis,2.0,,,Toory,1.0,Tran Van Do,1.0,william Colby,1.0,,,,,,,,,,,,,,,FESEACOgburn,1.0,Mao Tse-Tung Gout,1.0,Problem b.,1.0,F.U. Navies,1,Hoa HaO,1.0,Moreovcr,1.0,Lyndon B. Johnson ',1.0,Robert M. Levy Memorandum,1.0,,,Ky,2.0,Smith,1.0,,,,,Pnase A-Phase B,1.0
266,,,,,,,,,,,,,,,Robert B. Carney Admire,1.0,Irving Heymont,1.0,,,,,ci'non-KD,1.0,,,,,Westmoreland,9.0,,,,,,,Viet Minh,1.0,,,,,,,Strategic Guidelines,4.0,,,Tri Quang,2.0,Trinh,1.0,william Knowlton,1.0,,,,,,,,,,,,,,,FILES,1.0,Marshal Elliot,1.0,Progress Reports,2.0,FUSTHemore,1,Hoa Hao,8.0,NGUYEN VAN LA,1.0,MCCARR,1.0,Robert S. McNamara,1.0,,,Lackeys,1.0,Soe Tin,3.0,,,,,Point B. He,1.0
267,,,,,,,,,,,,,,,Robert Speller & Sons,1.0,Item,1.0,,,,,con-cerr.mg US,1.0,,,,,Westmoreland See Khanh Enbassy,1.0,,,,,,,Vinh,2.0,,,,,,,Subj,2.0,,,Truman,1.0,Truman,1.0,william Porter,1.0,,,,,,,,,,,,,,,FR,14.0,Marshall,26.0,Prosidant,1.0,FYI Ne,1,Hoa Hao Gcn-,1.0,NWD Dale,1.0,Magsaysay,1.0,Rusk,13.0,,,Lad,1.0,Souvanna Phouma,1.0,,,,,Pope Paul,2.0
268,,,,,,,,,,,,,,,Ronald B. Emery,2.0,Iw A.,2.0,,,,,cs nd 90,1.0,,,,,Wheeler,3.0,,,,,,,Vit Thu Lu,2.0,,,,,,,Subj Messages,1.0,,,U. Alexis Johnson,2.0,Tvo CoursesEscalate,1.0,,,,,,,,,,,,,,,,,FROM Nanking,2.0,Marshall2637,1.0,Q PubIished,1.0,Faifo,1,Hoa Haoo Communist,1.0,NWD Dale 2011,14.0,Mangrove,1.0,Rusk SecDef Cont,1.0,,,Laird,1.0,Soviet Charge,1.0,,,,,PresentAubrac,1.0
269,,,,,,,,,,,,,,,S).47 Memorandum,1.0,Iw A. 5,4.0,,,,,ho Conduct,1.0,,,,,William Colby,1.0,,,,,,,Vol LII,1.0,,,,,,,Sullivan,6.0,,,Unger,3.0,USIA,1.0,,,,,,,,,,,,,,,,,Faris,1.0,Martin G. Cramer,1.0,Quat,2.0,Faris,1,Honorable Alexander Wiley,1.0,NWD Dale 2011 ' ' ',1.0,Mao Tse Tung's,1.0,Rusk-McNamara memorandum,1.0,,,Las one-red,1.0,Stevenson,1.0,,,,,Q.,1.0
270,,,,,,,,,,,,,,,S. Policy,1.0,Iw Cf,1.0,,,,,ii Sensitive,1.0,,,,,William E. Colby,1.0,,,,,,,Vu Con Barracks,1.0,,,,,,,Symington,1.0,,,VC,33.0,USSRCPPt,1.0,,,,,,,,,,,,,,,,,Fart II,1.0,Mat,1.0,R. B. Anderson,1.0,Fham Van DOng,1,Hoover,2.0,NWD Dale 2011 Page,1.0,Map,1.0,Rusks,1.0,,,Lat,1.0,Subj Chester Ronning Visit,1.0,,,,,QUES,1.0
271,,,,,,,,,,,,,,,S.E. ASIA,1.0,IwA Evolution,1.0,,,,,"in,1962",1.0,,,,,William Sullivans,1.0,,,,,,,W. Rostow,1.0,,,,,,,TET,1.0,,,Van Dien,2.0,Unsigned Memorandum,1.0,,,,,,,,,,,,,,,,,Fenkin,1.0,Matthews,2.0,R. Cutler,1.0,Fhu,1,House Memorandum,1.0,Nam,1.0,Maxwell D. Taylor,1.0,SECHETWORN,1.0,,,Laughter.is Proceeding,1.0,Subject Dinner Meeting,1.0,,,,,Que,1.0
272,,,,,,,,,,,,,,,S.T. WILLIAMS,1.0,Iyndon B. Johnson,1.0,,,,,madeYou men,1.0,,,,,William westmoreland,1.0,,,,,,,W. W. Rostow,2.0,,,,,,,Tam Ky,1.0,,,Vance,2.0,VC,8.0,,,,,,,,,,,,,,,,,Ferhat Abbas,1.0,Maurice Petsche,1.0,Radford,1.0,Files 5Stayback COPY,1,Hr tson,1.0,Nasser,1.0,Maxwell Taylor,2.0,SECRETNOFCRM,1.0,,,Lausche,1.0,Subject Pending,1.0,,,,,Quemoy,1.0
273,,,,,,,,,,,,,,,SALAN EVACUATED,1.0,J Aprx,1.0,,,,,materi,1.0,,,,,Xuan,3.0,,,,,,,Walter Lippman,1.0,,,,,,,Ted Kennedy,1.0,,,Vhen NVN,1.0,Vance,5.0,,,,,,,,,,,,,,,,,Ffence,1.0,Memorandum,19.0,Radford Memorandum,1.0,Fisher,1,HuOng,1.0,Nathan F,1.0,McCarr,3.0,SECRETNOFCRN7,1.0,,,Le Duan,1.0,Sullivan,4.0,,,,,R. Hichens-Bergstrom,1.0
274,,,,,,,,,,,,,,,SCHUMAN ANNOUNCED,1.0,J Honey,2.0,,,,,mid-196,1.0,,,,,Xuyen,2.0,,,,,,,Westmoreland,8.0,,,,,,,Thai Nguyen A,1.0,,,Viet Cong,12.0,Viet Cong,7.0,,,,,,,,,,,,,,,,,Finletter,1.0,Memorandum of Conversation DATE,1.0,Rao,1.0,FnalAMlIT EEM.M CC?7,1,Hua HaO,1.0,Ne V;in,1.0,McConaughy,2.0,SECRETNOFQRN St,1.0,,,Le$son,1.0,TSNODIS Kreisberg,1.0,,,,,R.H. Miller,1.0
275,,,,,,,,,,,,,,,SECT WHICH,1.0,J- Honey,2.0,,,,,r.f r,1.0,,,,,Young,1.0,,,,,,,Westwill,1.0,,,,,,,Thc MACV,1.0,,,Viet Cong-controlled,1.0,Viet Cong Tet,1.0,,,,,,,,,,,,,,,,,Fonoff,1.0,Merchant,1.0,Re Indo-China,1.0,Force Pim,1,I. B.,1.0,Ne Win,3.0,McCormick GEORGE 1 ALDRICH Office,1.0,SF1CETN0FCRN I.,1.0,,,Ln,2.0,Tab A,1.0,,,,,RDVN,2.0
276,,,,,,,,,,,,,,,SURPRISED,1.0,J. Croizat,1.0,,,,,regionCK,1.0,,,,,Zorthian,2.0,,,,,,,Wheeler,6.0,,,,,,,"The King, Galbraith",1.0,,,Viet-Nam,2.0,Vietnam Situation,1.0,,,,,,,,,,,,,,,,,Fonoff UtSTRiauTlON DEamso tOFFICCa &MLY,1.0,Millet,4.0,Recd,1.0,Formosa,1,I. NSC'.292,1.0,Nehru,1.0,McGarr,11.0,SUBJECT Training Objectives,1.0,,,Lodge,1.0,Tab B. Thirdly,1.0,,,,,RPT,25.0
277,,,,,,,,,,,,,,,Saintenay Mission,1.0,J. Graham Parsons,1.0,,,,,rntivUnno lo,1.0,,,,,a.,1.0,,,,,,,William Bundy,2.0,,,,,,,Thieu,3.0,,,Vol,4.0,Vietnami,1.0,,,,,,,,,,,,,,,,,Fontainebleau,2.0,Minh,2.0,References;A. NSC 162,1.0,Fr,1,INDOCSnda,1.0,Neo Lao Hak Zat,1.0,McGeorge Bundy,5.0,SUBJECTS Progress Report,1.0,,,Lona,1.0,Tab C,1.0,,,,,Rapacki,3.0
278,,,,,,,,,,,,,,,Samuel L.,1.0,J. J. Zasloff,5.0,,,,,thc Deputy,1.0,,,,,b.,2.0,,,,,,,William P. Bundy,1.0,,,,,,,Thua Thien,3.0,,,W. Bundy,4.0,Vinh,1.0,,,,,,,,,,,,,,,,,Fontainebleau Conference,1.0,Ministers,1.0,Release 387,1.0,FrOnch,1,INFORMED BAO DAI,1.0,Neo Lao Halt Xat,1.0,McGeorge Bundy CC,1.0,Saa Swallow,1.0,,,Loss,1.0,Taylor,10.0,,,,,Ravis,1.0
279,,,,,,,,,,,,,,,Samuel T.,2.0,J. Lawton Collins,3.0,,,,,vitlii GopavVIf,1.0,,,,,c.,3.0,,,,,,,William Sullivan,1.0,,,,,,,Thua Thien Provinces,1.0,,,W. Bundy memo,1.0,W. Averell Harriman,1.0,,,,,,,,,,,,,,,,,Fonteincbloau Con,1.0,Mins,1.0,Rene Mayer,1.0,Fran Van Do,1,INTENSELY,1.0,Neo'iLao Flak Xat.(exPathet Lao,1.0,McGeorge Bundy CORRECTED,1.0,Sack,1.0,,,Louth,1.0,Text,1.0,,,,,Read L,1.0
280,,,,,,,,,,,,,,,Samuel T. WiUiams,1.0,J. Zasloff,1.0,,,,,vror a. ong,1.0,,,,,c. Development,1.0,,,,,,,Xom Bang,1.0,,,,,,,Thua Tien,1.0,,,W. F. Raborn,1.0,W. Bundy,1.0,,,,,,,,,,,,,,,,,Foreword,1.0,Miscellaneous Landipg Craft 98,1.0,Rich,1.0,Francc,1,INTRODUCTORY NOTE,1.0,Ngo,4.0,McGeorge Bundy Special,1.0,Saigon Ln,1.0,,,Luigi Longo,1.0,Thach,1.0,,,,,Reagan,1.0
281,,,,,,,,,,,,,,,Samuel T. Williams,1.0,JCS,8.0,,,,,wa.s,1.0,,,,,c. Improve,1.0,,,,,,,Zinchuk,1.0,,,,,,,Truman,1.0,,,W. P. Bundy,1.0,W. P. Bundy Memorandum,2.0,,,,,,,,,,,,,,,,,Formosa,3.0,Moch,3.0,Ridgway,1.0,Francc-US,1,IhtL1Lasic.pbde Of U. S,1.0,Ngo Diah Diem,1.0,McGeorge Bundy TOP SECR1EH SENSITIVE,1.0,Selective Pressures,1.0,,,Luis Quintanilla,3.0,Thc U.S.,1.0,,,,,Ref,1.0
282,,,,,,,,,,,,,,,Samuel T. williams,1.0,JCS Memorandum,1.0,,,,,xor,1.0,,,,,c. Intelligence,1.0,,,,,,,Zorthian,1.0,,,,,,,Uncle Sam,1.0,,,W. W. Rostow,3.0,W. Rostow,1.0,,,,,,,,,,,,,,,,,FrMielt,1.0,Moffat,2.0,Robert Cutler,1.0,France andBritain,1,In'oi Am,1.0,Ngo Dinh Can,1.0,McGhee FE,1.0,Si A. Strategy,1.0,,,Lyndnn Johnson,1.0,Thomas Delworth,1.0,,,,,Ref Stockholm,16.0
283,,,,,,,,,,,,,,,Stevenson,1.0,Jean Lacouture,1.0,,,,,,,,,,,c. Will,1.0,,,,,,,a.,1.0,,,,,,,VC,44.0,,,W. W. Rostow Memorandum,2.0,W. Souva-xa,1.0,,,,,,,,,,,,,,,,,France Which,1.0,Molly Assistance AdVisory C-roup,1.0,Robert McNamara,1.0,Franco,6,Indi,1.0,Ngo Dinh Diem's,1.0,McNamara,19.0,Smith,3.0,,,Lyndon B. Johnson,2.0,Thomas Mann,1.0,,,,,Ref Stockholm 063,1.0
284,,,,,,,,,,,,,,,THOMAS J.H. TRAPNELL DISAGREED,1.0,Jeff Parsons,1.0,,,,,,,,,,,de SilvaKirkpatrick,1.0,,,,,,,a. Deterrence,1.0,,,,,,,Vance,10.0,,,Walt Rostov,1.0,W. W. Rostov Memorandum,1.0,,,,,,,,,,,,,,,,,Franceand,1.0,Moncay-Laokay,1.0,Robertson,1.0,Franoe,2,Indo,1.0,Ngo Views,1.0,McNamara Attorney,1.0,Socratary McNamara Mr,1.0,,,Lyndon Johnson,3.0,Thompson,1.0,,,,,Ref Stockholm 065,1.0
285,,,,,,,,,,,,,,,Taylor,1.0,Jefferson,1.0,,,,,,,,,,,f. GVN,1.0,,,,,,,a. Hanoi,1.0,,,,,,,Vance Memo,1.0,,,Walt Rostow,3.0,W. W. Rostow Memorandum,1.0,,,,,,,,,,,,,,,,,Franco,10.0,Monsieur Pleven,1.0,S. OBJECTIVES VIS-A-VIS,1.0,Free,1,Indochina Political,1.0,Nguyen Giap,1.0,McNamaras,1.0,Solf Difensa,1.0,,,Lyxpox B. Johxsox,1.0,Tien,1.0,,,,,Ref Stockholm 083,1.0
286,,,,,,,,,,,,,,,Thomas D.,1.0,Joan,1.0,,,,,,,,,,,j. preparations,1.0,,,,,,,al 1,1.0,,,,,,,Vance OptionsRe-examination,2.0,,,Washington,1.0,W.P. Bundy,1.0,,,,,,,,,,,,,,,,,Frcncl,1.0,Mora,1.0,S. Robertson,1.0,French C-47,1,Info,1.0,Nguyen Huu Chau,1.0,Memorandum,6.0,South Vletaam-s,1.0,,,M2To,1.0,Topics Raised,1.0,,,,,Ref Stockholm 094,1.0
287,,,,,,,,,,,,,,,Thomas J. H. Trapnell,2.0,John D. Montgomery,1.0,,,,,,,,,,,not.go,1.0,,,,,,,b.,1.0,,,,,,,Vance and McNaughton,1.0,,,Westmoreland,6.0,W.P. Bundy draft,1.0,,,,,,,,,,,,,,,,,Frederic DuPong,1.0,Moutet,2.0,SECUHITY,1.0,French Govt,1,Info r.VR,1.0,Nguyen KHANH,1.0,Memorandum RFE-1,1.0,Srs,1.0,,,MCCLOSKEY,1.0,Trinh,1.0,,,,,Ref Stockholm 1199,1.0
288,,,,,,,,,,,,,,,V PRINCIPA.L PERsorulJTIES,1.0,John F. Kennedy,6.0,,,,,,,,,,,signedRobert S. McNamara Early,1.0,,,,,,,b. Airfields,1.0,,,,,,,Vang Tau,1.0,,,Wheeler,11.0,Walt Rostow,3.0,,,,,,,,,,,,,,,,,Freiieli Miiiismr,1.0,Mrc,1.0,SHAPE,1.0,French Supremo Contaand,1,J Huntcr-Killor Croup,1.0,Nguyen Ngoc,1.0,Memorandum RFE-27,1.0,StateDefense Memorandum,1.0,,,MONDE,1.0,USIBs,1.0,,,,,Ref Stockholm 934,1.0
289,,,,,,,,,,,,,,,VALLUY,1.0,John Foster Dulles,1.0,,,,,,,,,,,the Bien Hoa,1.0,,,,,,,b. Morale,1.0,,,,,,,Victor K. Heyman,2.0,,,Wiesner,1.0,Walt W. Rostow,1.0,,,,,,,,,,,,,,,,,Frenchpdlicien,1.0,NCYERs,1.0,Saif,1.0,Frer.ch,1,J- a--.-J.,1.0,Nguyen van TAT,1.0,Minh,3.0,Stilwell,1.0,,,Mai Van Bo Statement,1.0,Urah Arkas-Duntov,1.0,,,,,Rep Sung,1.0
290,,,,,,,,,,,,,,,VC TARGETS,1.0,John G. Phillips,1.0,,,,,,,,,,,the Bien Hoa-Tan Son Nhut,1.0,,,,,,,b. Possibly,1.0,,,,,,,Vie Anan,1.0,,,William Bundy,3.0,Walter Lippmann,1.0,,,,,,,,,,,,,,,,,Freneh,1.0,NWD Dale,1.0,Saigon,1.0,Ft Cj,1,J.,1.0,Nhu,6.0,Mme,1.0,Subjcct Vietnamese Command Problem,1.0,,,Mai van Bo,1.0,V. C. Moore,1.0,,,,,Republicof Vietnam,2.0
291,,,,,,,,,,,,,,,VIETMINH THREAT,1.0,John Norton Moore,5.0,,,,,,,,,,,the Dai Viet,1.0,,,,,,,c.,5.0,,,,,,,Vientieue,1.0,,,William Bundy's,1.0,Walter Rostov,1.0,,,,,,,,,,,,,,,,,Freneh Annamese,1.0,NWD Dale 2011 Page,1.0,Saigon 3024A,1.0,Ft HP -ThiS,1,J. Lavton Collins,1.0,North Viet Icsm,1.0,Morale,1.0,Sullivan,1.0,,,Mainichi,2.0,VC,14.0,,,,,Republie,1.0
292,,,,,,,,,,,,,,,Victor,1.0,John Osborne,1.0,,,,,,,,,,,the Viet Cong,1.0,,,,,,,c. Ban,1.0,,,,,,,Viet Cong,11.0,,,William P. Bundy Memorandumto,1.0,Warnke,6.0,,,,,,,,,,,,,,,,,Frmch,1.0,Naval Vessels,1.0,Salan,1.0,Ft Salgen,1,J. Lawton Collins,2.0,North Viet-Nam,1.0,"Moreover,",1.0,TOPSECRET,1.0,,,Mal Van Bo,1.0,VC initiated-,1.0,,,,,Rostow Gow Harriman,1.0
293,,,,,,,,,,,,,,,Viet Cong,4.0,John W.,1.0,,,,,,,,,,,william C. Westmoreland,1.0,,,,,,,c. Having,1.0,,,,,,,Viet Cong',1.0,,,Wilson,1.0,Westmoreland,16.0,,,,,,,,,,,,,,,,,Frt,1.0,Nayy Navy,1.0,Sccretary,1.0,Furopo,1,J. Minh,1.0,Nos,1.0,MtNamara,1.0,Tan Son Nhut,1.0,,,ManSfield,1.0,Vadvichenko,1.0,,,,,Rusk,40.0
294,,,,,,,,,,,,,,,Viet Minh,18.0,John W. Lewis,2.0,,,,,,,,,,,wilson,1.0,,,,,,,c. Reduction,1.0,,,,,,,Viet CongNorth Vietnamese,1.0,,,Wnnlri,1.0,Wheeler,9.0,,,,,,,,,,,,,,,,,Fruncie,1.0,Nguyen Phen Long-Lam Viet,1.0,Scctiou 2,1.0,G S d Mo,1,J. ne >,1.0,NrSS,1.0,Mugia Gap,3.0,Tay Ninh,2.0,,,Mansfield,5.0,Van Dong,2.0,,,,,Russell,2.0
295,,,,,,,,,,,,,,,Vol,3.0,John W. O'Daniel,1.0,,,,,,,,,,,xn S,1.0,,,,,,,cable53r,1.0,,,,,,,Vo Nguyen Giap,1.0,,,Yen Vien,1.0,Wilfred Burchette,1.0,,,,,,,,,,,,,,,,,Frunoh Pari,1.0,Nguyen-Khac,1.0,Schuman,2.0,G. B. Erskine,1,J.p Name Direction,1.0,Nsc 5309,1.0,Muong Kassy,1.0,Taylor,30.0,,,Mansfields,2.0,Van Dong Report,1.0,,,,,SAHChester L. Cooper,1.0
296,,,,,,,,,,,,,,,W. Averill,1.0,John W. ODaniel,1.0,,,,,,,,,,,,,,,,,,,d. Damage,1.0,,,,,,,W. P. Bundy,1.0,,,ZH-,1.0,William Bundy,3.0,,,,,,,,,,,,,,,,,Fuc,1.0,O'Sullivan,8.0,Se,1.0,G.B. ERSKINE G.B. Erskine,1,JAMES S. LAY,2.0,Nu,1.0,N,1.0,Taylor Memorandum,1.0,,,Marcy,1.0,Van Lao,1.0,,,,,Said,1.0
297,,,,,,,,,,,,,,,W. W.,1.0,Joseph Alsop,1.0,,,,,,,,,,,,,,,,,,,d. Narrow,1.0,,,,,,,W. Rostow,1.0,,,Zacharias,1.0,William Bundy Memorandum,1.0,,,,,,,,,,,,,,,,,Furlimmnt,1.0,OMAR N. BRADLEY,4.0,Sec Dui Gout V. B. 3,1.0,G3tp.atp3,1,JAMES SI LAY,1.0,OBJECTIVES Al,1.0,NWD Datc,1.0,Tha GVN,1.0,,,MatSui,1.0,Van Lau,5.0,,,,,Sandegren,1.0
298,,,,,,,,,,,,,,,W. W. Kaufmann,1.0,Joseph Buttinger,1.0,,,,,,,,,,,,,,,,,,,e. Armed,1.0,,,,,,,W. W. Rostow,4.0,,,al 1-nnt,1.0,William Westmoreland,1.0,,,,,,,,,,,,,,,,,G.,1.0,Oliver,3.0,Seventy,1.0,GDanie,1,JCS,17.0,OBVIOUS,1.0,NaVal,1.0,Thc,1.0,,,Matsui,3.0,Van Sung,1.0,,,,,Scandanavia,1.0
299,,,,,,,,,,,,,,,WALTER BEDELL SMITH,1.0,Judson J. Conner,1.0,,,,,,,,,,,,,,,,,,,hu,1.0,,,,,,,Walt Rostow,2.0,,,al 1ow,1.0,Yen,1.0,,,,,,,,,,,,,,,,,G. Reference,1.0,Oliver Franks,2.0,Seymour Topping,2.0,Gcncral Ely,4,JCS Memorandum,9.0,Orert,1.0,Nam,1.0,Thc Buddhist,1.0,,,Maxwell,1.0,Victor Moore,1.0,,,,,Seaborn Renert,1.0
300,,,,,,,,,,,,,,,WALTER BEDELL SMITH TALKED,1.0,K. T. Young,1.0,,,,,,,,,,,,,,,,,,,in.any,1.0,,,,,,,Waterborne,1.0,,,assumebe,1.0,a. Demonstrate,1.0,,,,,,,,,,,,,,,,,GaUevher,1.0,Omar N. Bradley,1.0,Sihanouk,1.0,Gcncral GDanicl,1,JL Si,1.0,OrjftodT O-Ioo,1.0,Nehru,1.0,Thcy,1.0,,,Maxwell 11,1.0,Viet,1.0,,,,,Secy Jacobsen,1.0
301,,,,,,,,,,,,,,,WILLIAM F. KNOWLAND,1.0,Kaganovich,1.0,,,,,,,,,,,,,,,,,,,l2-Takhli ',1.0,,,,,,,Westmoreland,18.0,,,b.,2.0,al.,1.0,,,,,,,,,,,,,,,,,Gaidlr,1.0,P.M. MAR,1.0,Smith,6.0,Gcncral Navarre,2,JO,1.0,Ouan,1.0,Ngo,2.0,The Viet Cong,2.0,,,Maxwell Taylor,1.0,Viet Cong,16.0,,,,,Septeuib,1.0
302,,,,,,,,,,,,,,,WROTE WILSON,1.0,Kahin,13.0,,,,,,,,,,,,,,,,,,,l7,1.0,,,,,,,Wheeler,7.0,,,b. Best,1.0,b.,1.0,,,,,,,,,,,,,,,,,Gajr,1.0,Padui,1.0,Smiths,1.0,Genera Cc.ir-f,1,JOyce,1.0,Ouil,1.0,Ngo Diem,1.0,Tho,3.0,,,McCakthv,1.0,Viet Cong capabilit5.es,1.0,,,,,Shodis,1.0
303,,,,,,,,,,,,,,,Williams,3.0,Kam Lao-Dong Party,1.0,,,,,,,,,,,,,,,,,,,l?th,1.0,,,,,,,William Bundy,1.0,,,b. Resume,1.0,b. Attack,1.0,,,,,,,,,,,,,,,,,GalIagher,1.0,Page,1.0,Speu Takeo,1.0,Genera Valluy,1,Jacquat,1.0,Overt Aggression,1.0,Ngo Dinh Diem,4.0,Tho US,1.0,,,McCakthy,1.0,Viet Minh,1.0,,,,,Sisco,1.0
